,B Cells,Blood Cells,CM1,CM2,CM3,CM4,CM5,EC,EPI,EndoEC,FB,Glial,Macrophage,Pericyte/SMC,T cells
Camk2a,0.012507286,0.0034368797,0.29040506,0.28954962,0.37157464,0.07770081,0.102358155,0.002056986,0.005260777,0.0034455636,0.005936154,0.024214402,0.0020664677,0.001615767,0.005930288
Camk2d,0.45122913,0.05595015,6.2411366,7.7645016,6.869183,0.016279483,9.639721,0.25804362,0.51854444,0.4409568,0.35893947,0.56024283,0.43721706,0.29637432,0.22494937
Camk2g,0.046752598,0.04989149,0.30633062,0.57951915,0.46334717,0.056219906,0.7523592,0.14323166,0.3321449,0.14279725,0.12786166,0.11019499,0.09168752,0.18538341,0.079653345
Camk2n1,0.02799506,0.009634943,0.012798044,0.022687918,0.022866229,0.056967143,0.016020479,0.036017004,0.19238995,0.0649662,0.37785792,0.30153602,0.024232104,0.17531331,0.02692251
Camkk2,0.04247929,0.012440804,0.0084264185,0.02542969,0.014103685,0.00438949,0.059112135,0.065810606,0.22973005,0.15618607,0.13171136,0.15270357,0.100603215,0.048552994,0.06953882
Camkmt,0.012217981,0.0036077283,0.008993135,0.20937918,0.061751455,0.0022668836,0.2485876,0.0027206773,0.008394453,0.010811342,0.0035055478,0.029065743,0.0036882383,0.0013620862,0.0063576787
Caml,0.060694054,0.060827803,0.059644822,0.14673612,0.09272122,0.0047327084,0.050042406,0.11527559,0.2940674,0.22598016,0.17227572,0.06524528,0.107880384,0.070659235,0.08025921
Camp,0.06136413,0.05565586,0.017026844,0.039829526,0.028021205,0.007696678,0.029498814,0.015507458,0.10842195,0.023436295,0.032514095,0.15444899,3.174559,0.01120503,0.11752902
Camsap1,0.012037161,0.023028713,0.052386526,0.17415753,0.08406213,0.007344223,0.17351396,0.057892796,0.1692247,0.09997654,0.08472934,0.10951664,0.037863083,0.059872523,0.032681
Camsap2,0.030153355,0.012432825,0.020299785,0.095390975,0.038155228,0.014980582,0.104656406,0.10185864,0.15608636,0.12330693,0.07125756,0.08578692,0.043874376,0.055080913,0.022271063
Camta1,0.047218475,0.0901919,0.85206306,1.1977248,1.0986719,0.51053804,1.397444,0.2939577,0.39049527,0.59500384,0.2668278,0.19803646,0.17991367,0.25148293,0.15690653
Camta2,0.029238982,0.012137618,0.025166338,0.027700111,0.049364947,0.010265727,0.06326126,0.046929006,0.08314008,0.059958532,0.04635879,0.021473477,0.057251457,0.03894566,0.027543152
Cand1,0.09075161,0.038691852,0.024578357,0.20401818,0.035737704,0.13234173,0.1166401,0.08231902,0.33241975,0.12117683,0.15573058,0.12658809,0.10375937,0.07056376,0.072597906
Cand2,0.011670793,0.0033183119,0.17135872,0.16060454,0.20890996,0.22980025,0.16678023,0.009618498,0.036935925,0.03313805,0.03394529,0.044984505,0.003992651,0.009738996,0.01044581
Cant1,0.027021626,0.02710079,0.01177293,0.03307311,0.012626005,0.10818222,0.038611863,0.11772688,0.25790334,0.25984114,0.15456429,0.1070602,0.11294162,0.061012305,0.046873376
Canx,0.4423172,0.20785038,0.18429302,0.6273037,0.43374372,1.482374,0.58610415,0.83945316,2.9142184,1.3319027,1.1802816,0.96604276,1.357408,0.71741486,0.9794993
Cap1,0.29405382,0.015216959,0.18433164,0.2764743,0.21625078,0.23566248,0.31364247,0.32632273,0.92200136,0.49042076,0.44050398,0.13772401,1.4950227,0.3578412,0.35230482
Cap2,0.024332995,0.016137248,1.4073135,2.0931497,2.0080047,0.2769561,1.6873873,0.010023287,0.07003459,0.034322914,0.025822055,0.023400126,0.007928253,0.08908153,0.033502188
Capg,0.1086593,0.010587585,0.019907527,0.02763397,0.029158905,0.06641912,0.032386836,0.058312397,0.5416187,0.1368121,0.1765446,1.0715495,2.1437216,0.03471983,0.33247906
Capn1,0.018585667,0.014251548,0.02091899,0.02462737,0.012774149,0.023422997,0.030282816,0.036905564,0.123685434,0.030958353,0.038124096,0.023995524,0.059539977,0.011934587,0.03157949
Capn10,0.0120283505,0.0062870155,0.0028723064,0.09571458,0.0142464265,0.011269956,0.0119688045,0.023815436,0.13088374,0.047648646,0.042686205,0.021473909,0.017510144,0.012912383,0.010001262
Capn15,0.024050297,0.009100432,0.1618634,0.29171732,0.19065388,0.0019999542,0.12514493,0.020399129,0.043181814,0.038288236,0.02613954,0.044468313,0.011341194,0.02029475,0.03459105
Capn2,0.059000272,0.123066194,0.1790894,0.24560757,0.19878672,0.26946604,0.55810463,0.44328755,1.3760799,0.8301221,0.71251506,0.3379231,0.39121187,0.29800898,0.13343567
Capn6,0.006881933,0.0050390246,0.0021985162,0.012179401,0.008134341,0.03193608,0.010408078,0.005857896,1.2303287,0.11588883,0.15468515,0.02334638,0.014802994,0.004095079,0.014004606
Capn7,0.061314236,0.003320636,0.07081818,0.21854888,0.08566828,0.045207538,0.060224872,0.06780798,0.21964842,0.049508475,0.09601462,0.06639963,0.0598405,0.0432937,0.066746876
Capn8,0.015741872,0.0074024377,0.0002733027,0.003598739,0.0017517018,0.0013794237,0.0018817568,0.00029546118,0.004216894,0.0030503785,0.00011171966,0.15671304,0.00047951678,0.0003425282,0.011909649
Capns1,0.034046274,0.012716922,0.3632187,0.43049672,0.42478496,1.7020869,0.49841824,0.741396,4.7595143,1.2878165,1.3990525,1.0809652,1.0721139,0.4235782,0.4281676
Caprin1,0.24921882,0.10189922,0.28544068,0.96556026,0.4157534,0.26109233,0.71061015,0.31775838,1.0568674,0.51746196,0.5418346,0.3026289,0.4523994,0.23556265,0.5475982
Caprin2,0.039968673,0.041630376,0.07454278,0.17986545,0.12699455,0.021966118,0.071093515,0.10861111,0.23152915,0.047315046,0.08049221,0.096015096,0.040182278,0.064105615,0.054381885
Capza1,0.23045552,0.07626574,0.10381169,0.4251206,0.21115874,0.09696505,0.33423063,0.29211548,0.75434166,0.33082736,0.3729882,0.19559145,0.6604029,0.1641846,0.4416771
Capza2,0.41758585,0.024228003,0.33835846,0.50260323,0.45286345,1.5505644,0.49106106,0.65645623,1.6442344,0.9482608,0.73251677,0.41857365,1.8418044,0.4321669,0.51499957
Capzb,0.30334753,0.027879504,0.52858263,0.69277704,0.6138335,1.403019,0.6770152,0.8340306,2.1350408,0.9228019,0.85230833,0.15109484,1.9234945,0.45175573,0.9526341
Car1,0.006578072,0.14875033,0.09655848,0.22043404,0.20237888,2.6348686,0.008767376,0.0010474505,0.016952842,0.005408704,0.0024134265,0.026426608,0.0038411852,0.0015046226,1.4710073
Car12,0.028470064,0.0038449136,0.007083084,0.0109157525,0.015270381,0.0024423841,0.038188674,0.0017974729,0.035787825,0.014716782,0.0228473,0.07790891,0.045738846,0.0048565716,0.043387834
Car13,0.01341289,0.0032453346,0.00043383127,0.0032130647,0.0014793914,0.0067773,0.0018225166,0.0028105609,0.23981258,0.024079423,0.024677968,0.026498016,0.033120964,0.006385017,0.039400686
Car14,0.0061436123,0.0033832805,0.5578798,0.44729167,0.5472763,0.4315419,0.1366465,0.003910099,0.0026336801,0.007856676,0.001940853,0.020620381,0.002319613,0.0037174725,0.0055248165
Car2,0.08312373,1.826902,0.01478816,0.041926213,0.020164806,0.034900036,0.009993832,0.008041073,0.0892878,0.0077771544,0.007939064,0.05273688,0.024320845,0.10415817,1.5709991
Car3,0.4034954,0.16740647,0.0004591692,0.007112898,0.0019831036,0.0052569234,0.0026464495,0.0012885771,0.017144334,0.03396493,0.022089206,0.6918097,0.0038721892,0.0014108935,0.36616018
Car4,0.03988459,0.15711138,0.0061075636,0.013612198,0.010067024,0.08563949,0.015935885,0.62873614,0.084588744,0.024203213,0.010446996,0.049559392,0.07623386,0.07463186,0.01910118
Car6,0.02036282,0.00673297,0.00020295389,0.0032033822,0.0015854054,0.0035416503,0.0032733742,0.00024565443,0.014040466,0.0027554575,0.001393225,0.25860983,0.029794743,0.00044306283,0.012520858
Car7,0.011127489,0.03258361,0.011463529,0.010748819,0.011645585,0.005577454,0.0060949144,0.0928794,0.007233971,0.020103678,0.0030404783,0.028759046,0.0046268995,0.008244024,0.011181883
Car8,0.021439439,0.020911833,0.00472952,0.01172631,0.0170106,0.016270883,0.023244387,0.20509984,0.025818747,1.1876557,0.026505606,0.025693484,0.010901608,0.015637495,0.009771519
Car9,0.01867407,0.0035743704,0.0011491956,0.0071892617,0.0043411036,0.002995303,0.022590162,0.0019067999,0.14115892,0.0014521246,0.0033736574,0.03211436,0.025198419,0.00096257136,0.0064845365
Card10,0.029279035,0.045553908,0.0062155146,0.009941935,0.008124163,0.037871704,0.025935423,0.17059475,0.09470693,0.17045234,0.020502156,0.04369127,0.02071442,0.028591003,0.0064896788
Card14,0.39716563,0.32555774,0.00079720933,0.0119521115,0.004758535,0.0029517484,0.008451113,0.00013225118,0.00672747,0.0063578454,0.00013826306,0.752515,0.00050667475,0.0009993511,0.4394968
Card19,0.10357466,0.034170166,0.35915703,0.49583182,0.44144708,0.95382035,0.3406166,0.29378453,2.0242257,0.3684562,0.3362576,0.25179666,1.0228902,0.21163157,0.20640317
Carf,0.007887125,0.010137411,0.003941994,0.09747893,0.027345378,0.12877898,0.014842519,0.017997216,0.0397019,0.03956843,0.031272817,0.02051214,0.012988788,0.019028515,0.02807533
Carhsp1,0.024774497,0.123989955,0.0567429,0.11065092,0.0784948,0.3758549,0.08613155,0.25216717,1.22912,0.31779784,0.528537,0.12699445,0.19602224,0.06608223,0.03593201
Carm1,0.017357348,0.03650005,0.026192924,0.14113444,0.078460105,0.07425128,0.12867866,0.04959092,0.25799504,0.082965255,0.12613726,0.0860077,0.058213923,0.047025926,0.073431276
Carnmt1,0.1679011,0.03309289,0.19194102,0.5068221,0.26006424,0.22028011,0.18500102,0.1501811,0.4257828,0.18690816,0.2100155,0.10456341,0.16013525,0.086014144,0.2817591
Carns1,0.011769287,0.006588464,0.44204038,0.3748724,0.44732553,0.04875455,0.2275746,0.0017402088,0.025152965,0.0019515117,0.0062953294,0.02192909,0.0031966018,0.008270012,0.0066473703
Cars,0.35101748,0.045535628,0.043592453,0.06633033,0.053969044,0.08258191,0.13990441,0.090997234,0.31268665,0.13156517,0.20506173,0.16864374,0.15268025,0.05984609,0.33472937
Cars2,0.025354233,0.012615801,0.008307234,0.10638401,0.015009651,0.02281568,0.030604394,0.04087644,0.15771015,0.076851666,0.056500297,0.023714148,0.053734045,0.037617035,0.11389832
Cartpt,0.4587755,0.17010565,0.00031136788,0.005795792,0.0019921171,0.001817427,0.0024541563,0.00043063154,0.0035073345,0.0029243613,0.00093804236,0.49374253,0.0013000594,0.020070504,0.3177563
Casc3,0.055600144,0.015743446,0.042831548,0.17325841,0.10314825,0.004049272,0.10786802,0.059438217,0.13507509,0.07266836,0.061236855,0.110148594,0.059853654,0.04078067,0.108685695
Casc4,0.016834661,0.019324373,0.01387422,0.11653816,0.061478402,0.0103622265,0.13068488,0.011692061,0.40737265,0.054191317,0.18269509,0.20565803,0.016489744,0.077765115,0.04345779
Casd1,0.054071464,0.03964917,0.007923387,0.09326176,0.06322432,0.058322232,0.047669347,0.11701432,0.14426094,0.22033507,0.09085112,0.06547206,0.06975437,0.0718273,0.091515586
Cask,0.025910562,0.0064166104,0.0038402493,0.39418077,0.08378897,0.0027693952,0.15799867,0.060689226,0.21725321,0.09296662,0.18165737,0.14919989,0.053383727,0.07160114,0.016701242
Caskin2,0.024116267,0.0702485,0.041846838,0.059363075,0.058156107,0.1039299,0.059351597,0.25554422,0.09380203,0.26936316,0.035275716,0.06471944,0.017667186,0.06765428,0.009804392
Casp1,0.022420108,0.003254783,0.00043472712,0.0034499739,0.002369404,0.0030556535,0.00162956,0.0064808424,0.017969081,0.03386148,0.002915203,0.023086963,0.23668972,0.00071852043,0.042521805
Casp12,0.005628705,0.008639377,0.0018719045,0.013936556,0.0072358474,0.0120718535,0.0050927945,0.018919688,0.41860214,0.1328004,0.19368808,0.11387791,0.016709656,0.09886659,0.0101552615
Casp2,0.072573006,0.026018169,0.018776553,0.06307268,0.025224946,0.045117654,0.015504833,0.0651593,0.17907804,0.10035758,0.06527108,0.0648787,0.030418241,0.047074836,0.067385085
Casp4,0.031815954,0.012976899,0.0016131864,0.006512264,0.008060691,0.016931722,0.0039098277,0.07076196,0.2854467,0.315716,0.11085525,0.13489147,0.29464638,0.033652395,0.045949813
Casp6,0.031625576,0.010810563,0.047170214,0.040436417,0.06796268,0.113715634,0.027064795,0.10120819,0.23613802,0.27508652,0.10753129,0.0674277,0.09970466,0.05488782,0.05660449
Casp7,0.022568086,0.028878843,0.045707352,0.23829387,0.08721551,0.029426966,0.044460054,0.14161274,0.1998639,0.11839785,0.06493935,0.11688607,0.08160354,0.053271573,0.09712729
Casp8,0.05491466,0.046019413,0.0035402186,0.058482178,0.0060721543,0.030837592,0.012146724,0.2347846,0.32934222,0.15263031,0.09221732,0.06648985,0.27601382,0.05576335,0.080412224
Casp8ap2,0.1026049,0.033139024,0.010521277,0.092656106,0.05419019,0.013451507,0.027155576,0.109524354,0.23492457,0.11904578,0.12308125,0.022895304,0.044995155,0.07307122,0.11051708
Casp9,0.011286721,0.0163511,0.0038219145,0.020000147,0.03170056,0.020311313,0.004760726,0.028289197,0.08030089,0.047187917,0.042697605,0.06474506,0.03566425,0.020885965,0.010465546
Casq1,0.006535301,0.0095847985,0.08869356,0.0642823,0.115877755,0.32781598,0.09624201,0.008774692,0.0060509723,0.0049481853,0.006780733,0.030668173,0.004312762,0.006969001,0.006204433
Casq2,0.010944258,0.009369481,2.5721605,3.313615,2.852058,3.718538,1.6572623,0.01926551,0.034273405,0.013278023,0.017243516,0.022367684,0.018231962,0.45624593,0.022420857
Cast,0.023214504,0.05610747,0.12722209,0.25068948,0.1425864,0.018128173,0.54930824,0.15374541,0.41955492,0.20119812,0.1799346,0.1291135,0.17401919,0.07338325,0.15645108
Casz1,0.030102095,0.03246889,1.5522946,2.128578,1.8334256,0.13121927,0.9370061,0.0795932,0.039062224,0.016120873,0.006324539,0.021798585,0.014188266,0.023120638,0.011090012
Cat,0.055318512,0.305688,0.17902803,0.22936562,0.22104785,0.6357535,0.14120305,0.16900404,0.28002807,0.19567321,0.18269195,0.039416645,0.18762799,0.09431503,0.20745216
Catsper2,0.006211959,0.0059516495,0.085733466,0.12825893,0.14321302,0.0021715576,0.117365256,0.009280436,0.036412332,0.008038374,0.013280526,0.022761364,0.00670056,0.0063373595,0.015540431
Cav1,0.2478312,1.1361017,0.107617594,0.17609644,0.14404033,0.7799391,0.166449,6.523175,3.198757,2.3426247,0.16311316,0.043807205,0.19804741,1.1657572,0.050256494
Cav2,0.07067561,0.19287133,0.017314674,0.057826996,0.022103328,0.1254571,0.022382017,1.2464219,0.19898544,0.61209387,0.024876423,0.04623961,0.09646722,0.3396311,0.024541067
Cav3,0.006534263,0.01657786,0.22816694,0.3087014,0.36845103,1.6216569,0.5458543,0.010893421,0.089889534,0.0049778596,0.04367974,0.026512502,0.022701697,0.04712442,0.016367136
Cbfa2t2,0.042664032,0.015721368,0.2346313,0.9368698,0.41301018,0.0027748093,0.2189588,0.026010053,0.10881688,0.045227006,0.050465297,0.042392824,0.02450084,0.02321779,0.056438915
Cbfa2t3,0.133658,0.0867483,0.001514278,0.011065548,0.0045505115,0.030003337,0.012540612,0.24669693,0.08512667,0.721929,0.044915512,0.0254049,0.05949663,0.1936432,0.13740087
Cbfb,0.22376731,0.08187992,0.013550541,0.34544498,0.07421259,0.16520205,0.13186836,0.33454648,0.6075642,0.3802586,0.4461156,0.3441702,0.34503022,0.13939485,0.42472565
Cbl,0.17708644,0.074106045,0.017820178,0.22308545,0.06704285,0.0053645903,0.19761644,0.17886731,0.2746024,0.18080164,0.14017473,0.19565745,0.28830558,0.11406918,0.11592687
Cblb,0.08796222,0.016399004,0.07183253,0.14114296,0.18855526,0.003203696,0.39716995,0.048256733,0.11638521,0.03455564,0.07165681,0.021700388,0.04669092,0.04389101,0.104424894
Cbll1,0.07650433,0.009688314,0.010736522,0.13678685,0.035481893,0.0066742264,0.044155136,0.029259922,0.11630438,0.029157503,0.03118083,0.044755567,0.054590564,0.01909566,0.091794714
Cbr1,0.01778028,0.009752815,0.06707621,0.07003304,0.09224794,0.21810749,0.0589955,0.07687056,0.3843271,0.09965004,0.15106067,0.113545954,0.060819846,0.056440387,0.07329728
Cbr2,0.012574728,0.005533443,0.0035355543,0.004375069,0.005421578,0.010116124,0.0021852134,0.004844296,0.0071568233,0.007577785,0.005662571,0.22228229,0.105940625,0.008589127,0.01371163
Cbr3,0.016091583,0.0053762114,0.0009814275,0.003271477,0.0014771551,0.0063378084,0.0037262656,0.0026529427,0.08725656,0.005801991,0.05396848,0.09317084,0.06577216,0.018658707,0.0059379986
Cbr4,0.009551278,0.006601603,0.039993558,0.060112074,0.057566777,0.17656593,0.018910348,0.03175257,0.16503777,0.05395604,0.058985945,0.04193429,0.042882785,0.0253909,0.023080613
Cbwd1,0.031823084,0.026373645,0.025303097,0.1449675,0.051702436,0.002552751,0.047415636,0.03940628,0.083578855,0.065387964,0.04331548,0.022350147,0.02833339,0.029786168,0.07053585
Cbx1,0.2976813,0.12500681,0.24055697,0.7800932,0.3197529,0.23118591,0.24548072,0.49356762,1.0960691,0.6119208,0.5635327,0.4295203,0.29495296,0.35471076,0.5014413
Cbx3,0.032910153,0.013917838,0.120460525,0.32814577,0.13728867,0.09066218,0.10926127,0.17764631,0.9046613,0.30427828,0.5491947,0.14334938,0.09005527,0.19755664,0.470233
Cbx4,0.20121588,0.008963078,0.10743381,0.10778282,0.117206894,0.17479557,0.12967107,0.121185295,0.36317325,0.100284494,0.118784584,0.09242746,0.10013576,0.13220304,0.15301035
Cbx5,0.12425762,0.06378486,0.020398779,1.5529157,0.13043042,0.44670016,0.060689755,0.17557734,1.0383228,0.30839083,0.34248754,0.39859098,0.12982,0.16747178,0.23613688
Cbx6,0.010460767,0.0066359183,0.00020069114,0.00296782,0.0016088664,0.0012190031,0.001801163,0.029315587,0.40807965,0.03976492,0.10332525,0.044608142,0.0005318661,0.09095601,0.00894213
Cbx7,0.0062302817,0.009427644,0.041276824,0.12785679,0.07666909,0.0018798235,0.05714222,0.007596647,0.011317326,0.007169955,0.0014846622,0.020902015,0.0046301703,0.008017829,0.015729025
Cby1,0.024713723,0.012268505,0.08878148,0.23582746,0.11432816,0.22778328,0.05130257,0.10329711,0.23689002,0.14519818,0.16213858,0.17164777,0.06491698,0.08779472,0.14919926
Cc2d1a,0.017120933,0.011571536,0.012376759,0.023125732,0.008616607,0.033449043,0.025218809,0.032812536,0.13792266,0.049569048,0.052430566,0.02077907,0.04212042,0.03241196,0.039626323
Cc2d1b,0.022374108,0.018273707,0.020453596,0.08657148,0.02542573,0.02195974,0.04129773,0.031305082,0.15132238,0.061846167,0.06272152,0.03929396,0.058391158,0.024265222,0.07947528
Cc2d2a,0.017727697,0.016608948,0.031530958,0.2848164,0.05596949,0.0057346607,0.007268489,0.021525359,0.096911095,0.036365137,0.055448666,0.021501483,0.0078043235,0.036443476,0.015665429
Ccar1,0.25438404,0.068107836,0.41746226,1.2329726,0.67315924,0.011211076,0.62790906,0.2248608,0.66493404,0.29824966,0.33474028,0.28033805,0.22314574,0.18235412,0.3010937
Ccar2,0.04826176,0.008281507,0.007830197,0.032269496,0.037341543,0.055020675,0.02592133,0.05485221,0.12006339,0.083908446,0.070178606,0.1125831,0.027625218,0.036566544,0.086023554
Ccbe1,0.011561559,0.004334422,0.00046985818,0.0063785464,0.0031396889,0.0028202203,0.0027177443,0.008588245,0.21376121,0.0019602547,0.03320429,0.12300945,0.0009692245,0.0013522344,0.008734543
Ccdc102a,0.017753746,0.013408248,0.007490812,0.03205019,0.026425267,0.04573298,0.010981325,0.079270475,0.15235573,0.120731786,0.17886227,0.03903439,0.026830092,0.049031854,0.032825883
Ccdc107,0.07051218,0.04717506,0.19055739,0.25403115,0.28455818,0.41677183,0.17339747,0.13138354,0.6232085,0.21412505,0.25105086,0.120530315,0.21002185,0.21957128,0.23517036
Ccdc115,0.05857453,0.015588851,0.07218317,0.09088359,0.07459901,0.18244462,0.13391429,0.1073117,0.22125866,0.1536468,0.08845558,0.052287333,0.21719198,0.053339522,0.19655025
Ccdc117,0.21484177,0.02291355,0.03195841,0.11092447,0.068252705,0.005080541,0.08512816,0.053839523,0.0959709,0.05619488,0.05951404,0.12873834,0.06696623,0.038823664,0.15947725
Ccdc12,0.22662987,0.20847975,0.5267452,0.7554978,0.5838583,0.9075608,0.54265517,0.8158184,1.1039245,0.9532628,0.6383321,0.382791,0.84349364,0.36762917,0.53484696
Ccdc122,0.0063409233,0.003460697,0.12855516,0.22457142,0.15926199,0.001935113,0.058491636,0.0060003237,0.14430247,0.021384582,0.04205232,0.022694264,0.03376981,0.0074224933,0.050778657
Ccdc124,0.018763123,0.017281188,0.109580584,0.17855226,0.13470648,0.63136184,0.13518026,0.18746506,0.72896093,0.23361333,0.33798692,0.21892583,0.2685131,0.12969539,0.2305535
Ccdc126,0.018056752,0.01452478,0.014690423,0.039608344,0.03561501,0.02271782,0.009823811,0.050729208,0.09252957,0.06617365,0.052681986,0.020283572,0.038510416,0.031500086,0.022909252
Ccdc127,0.05175847,0.023545338,0.024361461,0.07828427,0.045171775,0.17311773,0.030392472,0.08291607,0.383882,0.1462101,0.21026245,0.19377331,0.080797486,0.08415602,0.04695599
Ccdc134,0.060802,0.007890722,0.020118965,0.05816711,0.020136882,0.012241917,0.093971334,0.019999105,0.15419409,0.024232637,0.053327452,0.06374249,0.044631142,0.019909693,0.04517077
Ccdc138,0.024829654,0.003274343,0.0056779273,0.3886486,0.044432692,0.0019496224,0.05816337,0.013218933,0.031938326,0.019115401,0.021188509,0.024554498,0.011725183,0.013092235,0.028425828
Ccdc141,0.006226659,0.005928271,2.5467486,3.8919532,2.8318264,0.03398048,1.8108616,0.008920688,0.08807091,0.066733435,0.036611963,0.022462498,0.010287995,0.043228615,0.01584092
Ccdc148,0.011744193,0.021902757,0.018736733,0.067683004,0.032202266,0.0068177683,0.028584508,0.063547455,0.03394415,0.04717491,0.0098185465,0.08544426,0.0059198434,0.018211238,0.014961894
Ccdc162,0.018113121,0.0054624793,0.0015516137,0.0064210636,0.0074995095,0.0029337087,0.015138961,0.000115783885,0.0018533135,0.0032274881,0.00052698696,0.34330618,0.0038970076,0.00038479388,0.011988703
Ccdc163,0.010963416,0.009482732,0.03292513,0.09194923,0.037326656,0.015050147,0.047208395,0.055126622,0.08308337,0.0641412,0.051871687,0.03816429,0.045185365,0.019427972,0.033034753
Ccdc167,0.016075252,0.01028761,0.06777469,0.09307171,0.097886525,0.16204876,0.05654975,0.06549967,0.3656196,0.10115468,0.114464626,0.0995241,0.10597798,0.044591445,0.045872062
Ccdc174,0.07977619,0.03844344,0.061736096,0.11873099,0.09726834,0.017297048,0.10121114,0.09420728,0.2092489,0.14917457,0.1095078,0.043045964,0.08998492,0.1524243,0.0832512
Ccdc186,0.04760867,0.058426794,0.040883522,0.15962078,0.08482016,0.02439878,0.111049555,0.12191928,0.2561541,0.14719361,0.18121693,0.109666556,0.08951351,0.108396016,0.049236543
Ccdc191,0.030357912,0.006544798,0.03265393,0.10706624,0.069692805,0.0027710898,0.017375618,0.024975138,0.06364938,0.041050147,0.03306563,0.022555102,0.025415085,0.016413359,0.029410817
Ccdc22,0.017318001,0.0075485473,0.026399985,0.052729882,0.043103505,0.075298615,0.045919508,0.037328284,0.12067049,0.07329745,0.057683274,0.092327185,0.12199212,0.021200959,0.121749766
Ccdc25,0.027649809,0.015075557,0.066072494,0.1612568,0.07866177,0.087401934,0.110829964,0.07915931,0.2785276,0.09575899,0.10438265,0.039694395,0.05183352,0.037167,0.059121173
Ccdc28b,0.036880016,0.015372165,0.042199735,0.08376156,0.063942246,0.19618163,0.03259759,0.13727543,0.15090372,0.12191307,0.11434859,0.024382193,0.07238474,0.060523696,0.08443966
Ccdc3,0.00640366,0.010344702,0.0022080624,0.011493281,0.0045783343,0.021470044,0.004838857,0.00609571,0.021297438,0.041910354,0.06821895,0.025706863,0.011519554,0.29017922,0.009653752
Ccdc32,0.029262474,0.028709022,0.054203823,0.085521184,0.065018766,0.08341669,0.03461227,0.07921254,0.19285788,0.10601162,0.0856623,0.022976628,0.043591693,0.050958548,0.080527075
Ccdc34,0.02274537,0.06987375,0.12657206,1.0680548,0.13132094,0.4045178,0.14950942,0.30778065,0.6901531,0.29014125,0.5500053,0.38371587,0.1968369,0.28105766,0.3234959
Ccdc43,0.01265913,0.018263415,0.04766811,0.08122162,0.06341885,0.12962529,0.07196398,0.078455694,0.17571217,0.062460527,0.068440795,0.09887065,0.0627899,0.047880534,0.059434723
Ccdc47,0.034304008,0.006548632,0.119852036,0.19205743,0.17223132,0.099496424,0.14599346,0.16390443,0.40141708,0.17163795,0.15817748,0.059755277,0.070904955,0.111592315,0.044593446
Ccdc50,0.11049945,0.03972447,0.072607264,0.26529446,0.1009575,0.028892176,0.22881204,0.22987235,0.47521102,0.35790923,0.26165417,0.32717854,0.2962757,0.18478198,0.1090928
Ccdc57,0.006147915,0.003512605,0.032981902,0.35213697,0.06767247,0.0018294636,0.037724353,0.0021918376,0.025237663,0.0061698523,0.009637252,0.024006952,0.0015794218,0.0036328516,0.0062421113
Ccdc58,0.07412774,0.014675013,0.43705294,0.65653205,0.62922215,0.14122781,0.71378976,0.13708794,0.5402366,0.20044759,0.24333742,0.21636873,0.19445413,0.09995141,0.28619093
Ccdc59,0.067279145,0.04073407,0.14874016,0.22209115,0.20056443,0.2710714,0.2514097,0.21971193,0.57253456,0.35750443,0.32518515,0.25322118,0.21122107,0.1489359,0.20424871
Ccdc6,0.05602304,0.03303668,0.008118943,0.052523036,0.04585992,0.018759068,0.08480168,0.077437036,0.22247747,0.17310432,0.20221935,0.17551292,0.05063654,0.09802063,0.07409411
Ccdc61,0.012125,0.012673006,0.006754211,0.27274266,0.014598568,0.009510943,0.02179157,0.048278596,0.11550698,0.057457957,0.04988725,0.04230351,0.034782954,0.034233328,0.056936365
Ccdc66,0.017687868,0.0036627653,0.10134408,0.2183086,0.15034011,0.0026283914,0.10254258,0.028885003,0.058934875,0.033108898,0.045305204,0.046126246,0.019035928,0.023868557,0.015463574
Ccdc69,0.030256681,0.019253805,0.18631081,0.2504204,0.23828487,0.038633432,0.08370188,0.02393972,0.07086661,0.0083093,0.0033029588,0.020432727,0.017076734,0.007837875,0.032291457
Ccdc71,0.022731613,0.009152782,0.0058005634,0.033946354,0.013904464,0.056422617,0.009225322,0.03376468,0.13259251,0.049326405,0.051852074,0.045707118,0.031679332,0.023525715,0.05022037
Ccdc71l,0.03935875,0.023194952,0.0054906225,0.016485393,0.012102164,0.0551971,0.0371141,0.03815276,0.09775363,0.07581553,0.039529424,0.044582795,0.11244005,0.01955436,0.10758485
Ccdc73,0.01895096,0.009973836,0.10095497,0.116069235,0.12834924,0.0020408116,0.10119585,0.0033569257,0.01621015,0.003870998,0.003323792,0.024110997,0.003921036,0.0022182937,0.010713685
Ccdc77,0.03759331,0.01923417,0.05571317,0.4506173,0.08117929,0.0025206055,0.066537656,0.035783574,0.09054092,0.05205674,0.04405823,0.093631595,0.02392653,0.020651842,0.03312894
Ccdc8,0.011773978,0.012766861,0.0040425453,0.040261433,0.01103476,0.20351182,0.0093198605,0.020406846,0.08540119,0.078605555,0.07045727,0.020682156,0.004963787,0.025023598,0.015187665
Ccdc80,0.03485457,0.08732524,0.052516468,0.07579694,0.067408994,0.20651807,0.06971152,0.09330551,6.825738,1.4162582,1.6088036,0.020835225,0.15338886,0.5283807,0.103077814
Ccdc82,0.024521468,0.017031256,0.00070274953,0.084530406,0.011922798,0.0060123075,0.02807814,0.029041173,0.06099504,0.024396256,0.031881753,0.025873607,0.021768654,0.028485013,0.022429088
