,B Cells,Blood Cells,CM1,CM2,CM3,CM4,CM5,EC,EPI,EndoEC,FB,Glial,Macrophage,Pericyte/SMC,T cells
Shisa5,0.52705675,0.13285851,0.034675803,0.098469965,0.06378461,0.16464454,0.05325927,0.60487175,1.3917938,0.9397247,0.8222565,0.13735496,1.1321008,0.29227608,1.0998477
Shisa8,0.025767758,0.003824856,0.0012234017,0.0029546365,0.0014538304,0.001343893,0.0018109544,0.0024382863,0.3346887,0.002920938,0.0019462175,0.0279385,0.002974388,0.00092347164,0.028713625
Shkbp1,0.019231401,0.021614095,0.012802858,0.02924404,0.015710376,0.054515485,0.018217377,0.07287979,0.15339538,0.079992495,0.064999536,0.044677407,0.104126684,0.04456506,0.0597668
Shmt1,0.043505706,0.0036346894,0.045014273,0.12553047,0.059005566,0.08472988,0.028280592,0.011869947,0.14705113,0.017941438,0.041965462,0.025506407,0.057563014,0.021475015,0.12671003
Shmt2,0.08015969,0.01702585,0.05167368,0.078615874,0.06131761,0.22859374,0.11521829,0.06941084,0.42108604,0.1120673,0.17788766,0.06729245,0.12663391,0.101735055,0.40054926
Shoc2,0.061668523,0.043284874,0.10678689,0.43178573,0.26068878,0.003723032,0.29034492,0.14086786,0.25657344,0.24146184,0.13168123,0.16894451,0.11176462,0.08142814,0.10929116
Shprh,0.024492675,0.012875729,0.032021377,0.100238636,0.07461677,0.003163757,0.123748206,0.031197947,0.077302516,0.073268585,0.03208707,0.06432465,0.022079993,0.02345587,0.022108616
Shroom2,0.012543539,0.020735763,0.003958151,0.12389233,0.041504774,0.0036029737,0.021075502,0.06519403,0.34051904,0.295662,0.011557222,0.026430346,0.004721314,0.009701751,0.0067736856
Shroom3,0.0064472663,0.00950514,1.6652397,2.8003314,2.2812862,0.006488364,3.705409,0.012677629,0.27250007,0.03887067,0.01042679,0.09203624,0.0027697866,0.0070032314,0.016696775
Shroom4,0.024896523,0.026884077,0.0025245645,0.17088659,0.01977276,0.0031155897,0.010777885,0.100457154,0.04770368,0.3828386,0.014967448,0.02613017,0.0072468207,0.017658375,0.011581358
Shtn1,0.0069940994,0.0036467996,0.0015124368,0.012279349,0.0028982048,0.0017457735,0.0064921454,0.006974915,0.24321659,0.0014452148,0.004585645,0.07799243,0.11328887,0.0007919662,0.0057689096
Siah1a,0.04848276,0.032111194,0.02610901,0.13794371,0.07179429,0.07946161,0.080439955,0.11191608,0.13424201,0.09556138,0.07828403,0.151786,0.042616915,0.049128246,0.054841228
Siah2,0.14365189,0.011801169,0.06915597,0.12009714,0.08214805,0.11061707,0.14343189,0.034901436,0.13468897,0.06260724,0.09793214,0.16381109,0.13030426,0.12576337,0.18927936
Sidt2,0.079723686,0.025206998,0.011869575,0.025500972,0.029414687,0.0921537,0.020965604,0.103484005,0.3680288,0.16121319,0.13957351,0.13117968,0.13556132,0.0730447,0.07868639
Sigirr,0.032254178,0.034251884,0.0022414941,0.005304931,0.0020285167,0.0076462505,0.010340763,0.12670778,0.0152527895,0.057452742,0.0026192453,0.021968354,0.02473002,0.013268273,0.079882905
Siglece,0.018261176,0.003279323,0.00035451894,0.003251651,0.0024416612,0.0020262776,0.0029014025,0.0002974329,0.0072611417,0.0037061942,0.0012663142,0.030278103,0.059053447,0.0005790336,0.016664678
Siglech,0.80228466,0.02062453,0.00069800374,0.0041977805,0.0016896381,0.0016111626,0.0020460172,0.00041970785,0.0033589716,0.0031520585,0.000783137,0.49109432,0.0055008363,0.0011495986,0.090356454
Sigmar1,0.04762597,0.017448379,0.06646213,0.14809921,0.06816395,0.0991747,0.052922904,0.086168855,0.88483435,0.22857922,0.22069228,0.042058874,0.17568123,0.06647092,0.08153489
Sik1,0.13428497,0.021591289,0.051383402,0.046514533,0.08093876,0.07227614,0.13016343,0.19043404,0.17205502,0.10039291,0.1287588,0.023033198,0.05716395,0.1914983,0.102294356
Sik2,0.030621126,0.00962857,0.012163702,0.33030468,0.057454724,0.0022876598,0.14610288,0.027786244,0.26956978,0.04405468,0.039945375,0.045358468,0.03136671,0.0371636,0.057695474
Sik3,0.09294751,0.043705557,0.36607572,1.0012275,0.5703969,0.0035472391,0.30921978,0.10438729,0.21173124,0.13457114,0.12769337,0.0666788,0.10563606,0.08206777,0.16719756
Sike1,0.055485956,0.0485141,0.08945811,0.18165165,0.11153334,0.29204813,0.15686043,0.19862464,0.3612667,0.19534253,0.2297814,0.173151,0.15251586,0.15872104,0.12796967
Sil1,0.018201519,0.023151584,0.038179535,0.23532051,0.07990467,0.0032302486,0.079409,0.041545685,0.3622536,0.08334261,0.09204415,0.0682495,0.05792373,0.03893781,0.043925174
Simc1,0.07050709,0.017018346,0.0019505878,0.12797159,0.025082104,0.0025234446,0.117003165,0.03527977,0.09143366,0.050441463,0.05489631,0.048473693,0.051053815,0.038829353,0.022684302
Sin3a,0.08034137,0.032937262,0.01433281,0.14435789,0.03763663,0.009843504,0.037442192,0.06530624,0.16594112,0.11937362,0.0727264,0.043075297,0.0612317,0.054201163,0.06708731
Sin3b,0.06593855,0.021361338,0.22076665,0.32697266,0.26832268,0.6900103,0.25775093,0.35240313,0.946361,0.5846397,0.50106525,0.15551981,0.62646395,0.15233958,0.41837642
Sipa1,0.11437859,0.082205385,0.0019382426,0.019674724,0.005420483,0.06045651,0.012753762,0.3656268,0.27740067,0.33352816,0.23705399,0.04392219,0.19129881,0.17502536,0.1021729
Sipa1l1,0.029238053,0.012692391,0.006820576,0.42150956,0.1549252,0.00306689,0.042456053,0.04029697,0.061118003,0.057040617,0.052838642,0.13340576,0.024337796,0.022224113,0.09956409
Sipa1l2,0.054653805,0.017913405,0.094520964,0.19957413,0.12057341,0.28659505,0.11849227,0.08222237,0.19112909,0.06494098,0.048181,0.043789808,0.05844953,0.10209486,0.0153033715
Sipa1l3,0.01832597,0.009056018,0.0013300023,0.078217044,0.009455632,0.00206184,0.011914302,0.03871647,0.09100979,0.107817486,0.06740707,0.06824892,0.028075837,0.034235697,0.016243624
Sirpa,0.05114405,0.022655014,0.008214114,0.059768993,0.0233547,0.021766981,0.0061592553,0.02866178,0.26511317,0.13582326,0.104788125,0.0918485,1.7818547,0.038267788,0.056313448
Sirpb1a,0.006586652,0.003609458,0.00036160622,0.0033929034,0.0024774491,0.0012493888,0.0019467213,0.00023715598,0.0014020728,0.0024080023,0.00022657511,0.023377188,0.055557095,0.0005658949,0.0059298873
Sirpb1b,0.011977263,0.013376725,0.002190587,0.012439173,0.0027934322,0.0028541083,0.0046315594,0.00044407236,0.009137742,0.003991303,0.0030178914,0.024544744,0.11321667,0.0007299311,0.018223448
Sirpb1c,0.030273924,0.0085385665,0.0007582869,0.0075252545,0.0061045527,0.009014725,0.0039670235,0.001292949,0.01420488,0.0075491653,0.0053309673,0.02547834,0.3895225,0.0019649498,0.0057493798
Sirt1,0.054674145,0.023631787,0.07206674,0.07711835,0.105458476,0.041975524,0.16157652,0.07602679,0.08074749,0.068732366,0.060743127,0.08682757,0.06299043,0.057574395,0.054839663
Sirt2,0.061492518,0.032729436,0.17038964,0.1949484,0.19487938,0.25989905,0.21820417,0.19751611,0.43059874,0.21005867,0.27585915,0.49600595,0.4366095,0.16239919,0.18623243
Sirt3,0.041288625,0.009021034,0.26468578,0.498737,0.30737165,0.13339916,0.115238756,0.036209352,0.10512853,0.041621394,0.05311214,0.08060858,0.05198084,0.043532558,0.061006546
Sirt5,0.0072343536,0.0037178786,0.11107858,0.1565192,0.18024138,0.13181002,0.059386376,0.013712594,0.0698877,0.023437025,0.017388806,0.05014756,0.013733922,0.013798148,0.04969043
Sirt6,0.01989424,0.012265242,0.03211846,0.03472037,0.027276007,0.020922229,0.023349568,0.021301556,0.11895404,0.05339069,0.051547423,0.043166377,0.025158627,0.021317054,0.088559784
Sirt7,0.07417981,0.040659886,0.04295934,0.07296067,0.071589984,0.0038473434,0.09755362,0.12481693,0.19018799,0.12270824,0.07722549,0.0665977,0.17449494,0.053641513,0.11741323
Siva1,0.021335835,0.011998368,0.087919585,0.15416527,0.14242558,0.41105747,0.057663083,0.09381468,1.1274933,0.19475952,0.53965455,0.1497931,0.19185196,0.14105387,0.29511192
Ska1,0.011135631,0.030156482,0.0021803295,0.8408442,0.008485704,0.049096026,0.0057566934,0.05712102,0.17925021,0.044110056,0.084002934,0.12313362,0.062289417,0.050335273,0.09880487
Ska2,0.023502585,0.022809923,0.011477748,0.53740025,0.0525573,0.100766815,0.02817609,0.053618968,0.2220318,0.08425585,0.09359284,0.026836649,0.03910193,0.06284091,0.06934013
Skap1,0.024026562,0.0046498557,0.0020055429,0.04903965,0.0070026377,0.0021528313,0.010852404,0.0009096507,0.0039930157,0.0032509267,0.0035385583,0.19846235,0.0034968134,0.0013578975,0.5961162
Skap2,0.11993937,0.05675662,0.0031769194,0.059100527,0.014390766,0.054123014,0.032155417,0.22319245,0.497503,0.16028284,0.058892544,0.020339612,0.9136244,0.057648797,0.19164053
Ski,0.035957754,0.08316505,0.012788175,0.11744149,0.033537634,0.1721956,0.10435083,0.31358233,0.69268376,0.50359637,0.47035515,0.37215367,0.21385673,0.2494005,0.174041
Skida1,0.0067847194,0.0033594205,0.0016324504,0.030559188,0.012347133,0.0035404875,0.0051747942,0.014545024,0.049756806,0.029743366,0.025327468,0.049711157,0.002206899,0.01503023,0.011080659
Skil,0.16714454,0.0400655,0.10939001,0.16266468,0.11428763,0.14206377,0.19316208,0.17962003,0.36366433,0.33206117,0.2717123,0.07789323,0.52326155,0.10133111,0.21793318
Skint6,0.006712874,0.0033062713,0.0022223308,0.011066701,0.008561744,0.124134906,0.009366195,0.000106951644,0.0020317268,0.0023300494,0.00014071693,0.023894574,0.00037825925,0.00043509604,0.0055646845
Skiv2l,0.018412488,0.019094426,0.013741941,0.031081187,0.023553904,0.09384564,0.035173852,0.067154765,0.20703569,0.09445591,0.07428317,0.106692635,0.07098117,0.044768076,0.054723904
Skp1a,0.054100364,0.011648744,0.18953013,0.28812915,0.20979664,0.78236836,0.18091413,0.2261856,1.0321037,0.4391256,0.41997406,0.24458544,0.23075035,0.27620628,0.39639482
Skp2,0.025437323,0.0036911545,0.0011478483,0.32994536,0.013535264,0.011098952,0.011360082,0.035651073,0.098961,0.056827012,0.05912812,0.048653573,0.018986223,0.026105419,0.028651876
Sla,0.01678007,0.0033826225,0.0049126334,0.013817644,0.02282806,0.0022259292,0.0095852865,0.0019938373,0.014752945,0.012065202,0.0045843516,0.01986839,0.20401642,0.0023190735,0.0905993
Slain2,0.073370725,0.05557343,0.34804127,0.4966876,0.49466363,0.29708257,0.6994722,0.17256509,0.23360313,0.1841506,0.18550496,0.15048477,0.14303651,0.106670514,0.14028813
Slamf7,0.1290532,0.004170382,0.0002898203,0.003235017,0.0016122863,0.0021897685,0.0018562869,0.00019503948,0.0037203482,0.0026715924,0.00028102435,0.049263254,0.017481275,0.00048342315,0.0076800403
Slamf8,0.008143505,0.00513072,0.0004392903,0.0032477723,0.0014480222,0.0013040091,0.0016124683,0.016903587,0.043006897,0.032386504,0.030247265,0.042213626,0.008095003,0.0019755668,0.011320792
Slamf9,0.013817777,0.0037458064,0.001803488,0.00672259,0.004676475,0.010988694,0.0017835576,0.0016297691,0.008866615,0.008872585,0.038795862,0.035061013,0.15708983,0.011813228,0.011028682
Slbp,0.7944894,0.21139559,0.36673433,0.88951266,0.3903151,0.30708635,0.31834728,0.44277015,0.9969366,0.50087595,0.59225714,0.32528612,0.54509586,0.3674496,0.955698
Slc10a7,0.012554052,0.019921113,0.0012179363,0.23042339,0.010214527,0.0021865189,0.052732967,0.046317857,0.0892981,0.1205632,0.061256897,0.04696372,0.036859263,0.030824086,0.011080891
Slc11a1,0.04044764,0.015204189,0.0050738547,0.03570045,0.008305253,0.012359964,0.020803083,0.008634727,0.028646886,0.009420588,0.015251907,0.021057481,0.61538106,0.030109141,0.0058781495
Slc11a2,0.02255947,0.013749231,0.031073788,0.05125646,0.04071667,0.06563407,0.088210605,0.02518092,0.13735282,0.07968246,0.06354017,0.025758425,0.21330991,0.029096685,0.113841295
Slc12a2,0.068354644,0.115323454,0.002099085,0.05166746,0.009950167,0.20939508,0.044395547,0.42523885,0.26440412,0.54388213,0.16773738,0.094035454,0.05987701,0.67716587,0.044635504
Slc12a4,0.016573904,0.028377913,0.051748823,0.08486748,0.08200729,0.063639104,0.2532673,0.0889881,0.29152286,0.14560269,0.18039097,0.1267166,0.07181252,0.07670633,0.056083735
Slc12a6,0.09247873,0.0065735844,0.00093982473,0.0031997447,0.002400769,0.0012804787,0.0018524555,0.009296573,0.009466484,0.0116052255,0.0034249504,0.029638868,0.01015747,0.002533998,0.010423072
Slc12a7,0.01091655,0.0062262784,0.36407524,0.44799468,0.45271632,0.29630625,0.7186606,0.032872893,0.045285642,0.02496354,0.006931457,0.024179712,0.03705235,0.007619151,0.010933211
Slc12a9,0.037243832,0.03241374,0.021370087,0.014636503,0.029369093,0.005330803,0.02704575,0.12307456,0.097686306,0.07864812,0.057904586,0.044098992,0.08325009,0.057032138,0.022079095
Slc15a3,0.038014762,0.008509748,0.0024897545,0.012041868,0.010281798,0.019727495,0.010713314,0.00841733,0.09287165,0.020525992,0.017743073,0.038078472,0.7933215,0.009195639,0.03257285
Slc15a4,0.1552864,0.014759769,0.017184142,0.048960943,0.027062403,0.0571174,0.037110582,0.034128394,0.13167232,0.048108447,0.05204413,0.066769145,0.15695648,0.021747913,0.08343131
Slc16a1,0.2368147,0.053660065,0.5133978,0.664289,0.6253056,0.9019338,0.5475142,0.031179158,1.955912,0.031837046,0.08133111,0.11270915,0.09428109,0.020591404,0.12144361
Slc16a10,0.0064351964,0.044156995,0.6224315,1.1524035,0.8036535,0.0077115363,0.33466434,0.006061227,0.10586582,0.016502794,0.017629938,0.021921678,0.32657912,0.0056605325,0.121283755
Slc16a12,0.011669078,0.0046363,0.012515921,0.015553699,0.007361122,0.012358726,0.0049834577,0.00057053764,0.0018069684,0.016173258,0.00035120622,0.13161834,0.0018433548,0.015453499,0.0094472505
Slc16a13,0.015052517,0.03174242,0.001628008,0.0070000696,0.0049557383,0.009691995,0.0023903088,0.10531223,0.0322877,0.06040683,0.004544133,0.021937825,0.01289764,0.017078258,0.013575748
Slc16a2,0.037062436,0.06504191,0.0042118807,0.12516148,0.07267144,2.6944847,0.007448518,0.15844192,0.17266598,0.4774416,0.49935314,0.1116496,0.036567673,0.11371244,0.05652653
Slc16a3,0.053423315,0.05257487,0.011999315,0.08689621,0.035638165,0.20014152,0.19155203,0.05001157,1.0180231,0.09840746,0.21076669,0.05251324,0.58165085,0.09181058,0.16388194
Slc16a6,0.09489228,0.032542706,0.02081935,0.048505526,0.032653324,0.027156057,0.062100787,0.031484235,0.09185202,0.053424347,0.044666186,0.027522834,0.12507717,0.0093018515,0.13446873
Slc17a1,0.046497233,0.01689537,0.0003500161,0.0040316978,0.0016510597,0.0014939114,0.0022346198,0.00021123138,0.0036016656,0.004389522,0.00046573652,0.37592927,0.0005131584,0.0019815764,0.044658393
Slc17a5,0.01910824,0.016613653,0.003961983,0.07822369,0.03607491,0.0026922706,0.009778382,0.05082372,0.16571328,0.20320848,0.055999093,0.06904802,0.09137891,0.024809485,0.03390573
Slc1a3,0.025075685,0.010152388,0.0010356201,0.022678075,0.004945017,0.0026380632,0.005974757,0.01940862,0.16171707,0.024963524,0.17698264,0.026051817,0.008169195,0.0043682395,0.0052307798
Slc1a5,0.30794862,0.062327575,0.02596071,0.029077701,0.034590907,0.0928775,0.031599373,0.23706613,0.6061932,0.28328437,0.17071894,0.12424018,0.17767996,0.09531044,0.32256678
Slc1a6,0.015004507,0.00600904,0.00066107506,0.0053258697,0.002143039,0.0019238297,0.0018283689,0.00020610256,0.007609158,0.0031382665,0.018028624,0.321053,0.0016453991,0.001922815,0.015587206
Slc20a1,0.13008907,0.115880534,0.15669094,0.31805643,0.1857732,0.08977836,0.42524856,0.38814276,0.31565884,0.33216682,0.20098601,0.023876244,0.3535137,0.13726017,0.17706339
Slc20a2,0.011596577,0.0032831042,0.31772578,0.6011384,0.40370366,0.18603538,0.22000226,0.021847092,0.19950655,0.036555834,0.04727148,0.023058616,0.009753101,0.060687076,0.0107837375
Slc22a1,0.04947577,0.013494712,0.0048436,0.0119207725,0.007253191,0.04650239,0.02436893,0.0006122582,0.002665358,0.007588924,0.001257893,0.4508013,0.0012510975,0.0016767215,0.030291447
Slc22a14,0.006785895,0.0033465982,0.04523454,0.09166514,0.058586605,0.0020358234,0.13741027,0.00012102633,0.024334252,0.004611238,0.00024469732,0.023931973,0.0003391024,0.00034965712,0.0053668492
Slc22a15,0.025208784,0.01694064,0.0028627864,0.024070933,0.0062701893,0.0026228796,0.04134236,0.0420112,0.05408938,0.059501622,0.045062225,0.071729474,0.02368209,0.020857608,0.04024101
Slc22a17,0.0062689157,0.006123223,0.002428993,0.025758626,0.03989899,0.087490246,0.008936197,0.010448456,0.049386185,0.02609211,0.08876064,0.17823549,0.01505694,0.016637554,0.010787133
Slc22a2,0.007632752,0.009350275,0.0014143364,0.0031080337,0.002459498,0.0021902963,0.0017015574,0.0072053378,0.024005597,0.092050426,0.06935811,0.02287747,0.0006437788,0.010827523,0.00906551
Slc22a23,0.006636413,0.009673903,0.11321628,0.12478989,0.1305618,0.0064050644,0.11325871,0.010847891,0.04077701,0.30446398,0.0016315548,0.16195022,0.0026827059,0.0012974796,0.0060072355
Slc22a5,0.012231856,0.0032714605,0.05975622,0.081484444,0.098515615,0.0034776262,0.031937398,0.009051265,0.036503375,0.007308976,0.0044536097,0.021906333,0.0037148686,0.008220639,0.010712578
Slc23a2,0.0752744,0.026428951,0.01205138,0.058462933,0.038278982,0.0029330817,0.25294945,0.06535357,0.07332798,0.04290789,0.038759347,0.046006452,0.116425425,0.027849566,0.040972844
Slc23a3,0.03300502,0.015082763,0.00039274927,0.0028851843,0.0025247284,0.0014616095,0.0028148,0.0139761,0.22194147,0.0028835407,0.0038763972,0.026134988,0.0055874446,0.0027114914,0.0128486175
Slc24a2,0.0063203797,0.0067353114,0.13045703,0.6406188,0.058271214,0.0032010342,0.15450825,0.0002542777,0.0029446345,0.00408429,0.009864808,0.029469702,0.00034387017,0.00088636414,0.006807191
Slc24a3,0.007098481,0.0038013095,0.0004823739,0.013804417,0.0041167415,0.0024357352,0.0030571963,0.00050712994,0.044775918,0.0076607554,0.0159361,0.043877095,0.0028677543,0.014992755,0.007398667
Slc24a5,0.04512634,0.03435879,0.0015841952,0.6362848,0.047910064,0.009342319,0.00911964,0.14910936,0.24746107,0.27221856,0.18115938,0.11683508,0.050649576,0.092064254,0.06336169
Slc25a1,0.010287972,0.008573086,0.01556069,0.022628784,0.013018204,0.034615234,0.025203943,0.028436288,0.26805252,0.050017677,0.07324381,0.03586549,0.05013211,0.0086134,0.12245324
Slc25a10,0.010210887,0.010348969,0.027935006,0.08965565,0.037313566,0.109041676,0.020189632,0.03451579,0.15015154,0.035206262,0.07076315,0.043336865,0.073319234,0.019879006,0.03929242
Slc25a11,0.12334244,0.12963219,0.5206236,0.7475001,0.6346436,1.6618774,0.27634472,0.34092873,0.812524,0.4402589,0.4571594,0.2460314,0.47981817,0.258343,0.30350092
Slc25a12,0.06097681,0.014923973,0.71656305,1.1410998,0.9343833,0.11449102,0.63079685,0.037306745,0.09584212,0.029969843,0.061122622,0.041388165,0.06519026,0.043599136,0.06737637
Slc25a13,0.018045684,0.0131116975,0.8529633,1.3832971,1.166306,0.0796607,0.34528577,0.0139400335,0.07555056,0.0673894,0.0045790025,0.021939289,0.048787978,0.0033545953,0.07347392
Slc25a14,0.029286623,0.010824748,0.013943073,0.034018707,0.01990469,0.012476082,0.018286018,0.02515248,0.13772981,0.049433537,0.0530436,0.081557855,0.031437814,0.019220907,0.026281182
Slc25a16,0.022804327,0.011037443,0.07339851,0.1498664,0.09777079,0.10801668,0.039227866,0.048870195,0.13251066,0.07765051,0.0629713,0.025993815,0.028794013,0.047505245,0.026409568
Slc25a17,0.111348405,0.025587872,0.13886426,0.14767249,0.14940754,0.17471309,0.1581548,0.11526649,0.48329628,0.20291446,0.30905694,0.27756616,0.1685432,0.16646491,0.23116165
Slc25a19,0.048354533,0.014047966,0.16871426,0.19703479,0.20015001,0.11346813,0.074624136,0.034360837,0.09218908,0.049287014,0.041780736,0.08235958,0.055381447,0.043292355,0.047023594
Slc25a20,0.034544382,0.025233075,0.1994449,0.24041817,0.24914834,0.36167687,0.08556605,0.067784876,0.18207765,0.0773488,0.061161973,0.063725926,0.09390821,0.041026674,0.124600165
Slc25a22,0.04194553,0.008513205,0.20419668,0.12560831,0.22860518,0.0109072495,0.06621545,0.021036128,0.10761361,0.02455571,0.034958955,0.023873447,0.028984433,0.022771182,0.021696206
Slc25a23,0.030168103,0.003475686,0.48104557,0.50501955,0.5106434,0.05679134,0.5745933,0.020109655,0.092326224,0.058479782,0.04422049,0.043001637,0.013003948,0.06370715,0.0446447
Slc25a24,0.017395409,0.027336199,0.009131688,0.04151897,0.02764331,0.07393597,0.07764449,0.0744109,0.2521315,0.14460778,0.12926373,0.060839035,0.0856072,0.05469105,0.029823115
Slc25a25,0.055334035,0.05327006,0.013222679,0.17773396,0.022466823,0.019247785,0.07732259,0.20248774,0.13247882,0.10943632,0.08061888,0.07097494,0.07719958,0.16368918,0.066761225
Slc25a26,0.018790172,0.012494631,0.095765956,0.11239909,0.13486017,0.010165669,0.07745429,0.0149814775,0.06670778,0.024165101,0.018760135,0.029903555,0.022704488,0.014014448,0.027246088
